,URL,Text,Date,Author
72,https://1000wordphilosophy.wordpress.com/2014/02/06/external-world-skepticism/,,6 February 2014,Andrew Chapman
73,https://1000wordphilosophy.com/2021/02/23/moores-proof-of-an-external-world/,"Skip to content![1000 WordPhilosophy](https://1000wordphilosophy.files.wordpress.com/2019/01/cropped-1000-word-philosophy-logo-with-subtitle-1-Cleaned-Up.jpg)1000 Word Philosophy: An Introductory Anthology Philosophy, One Thousand Words at a Time Menu   About   Newest Essays   Teaching   All Essays   Submissions Moore's Proof of an External World: Responding to External World Skepticism 23 February 20217 March 2021 ~ 1000 Word Philosophy: An Introductory Anthology Author: Chris Ran all i  Categories: Epistemology, Metaphysics, Historical Philosophy  Word count: 1000 External world skepticism is the view that we cannot know anything about the external world: we can't know that we have hands, that there are other people, or, in general, know that anything external to our minds exists.Such skeptics commonly argue that we can't refute skeptical hypotheses such as that everything is a projection of our own minds and that since we can't do that, we can't know that we have hands or much else.[1]Brit ish philosopher G. E. Moore (in)famously purported to refute external world skepticism with what's known as Moore's Proof : he held out his hands during a lecture and said Here is one hand and here is another, claiming to prove that there is an external world on that basis.[2]While philosophers tend not to think that Moore's Proof refutes skepticism, it is hard to explain why.[3] This essay reviews some of the most importantattempts.![G.E. Moore's ""Proof of an ExternalWorld.""](https://1000wordphilosophy.files.wordpress.com/2021/02/moore.jpg?w=656&h=463)G.E.Moore's ""Proof of an External World."" 1. Transmission Failure To begin evaluating Moore's Proof, let's consider a potentially analogousproof:I'magine Sally and Susie are at an art exhibition viewing a wall that appears red. Sally asks, What color is the wall Susie replies, Well, the wall looks red.” Sally counters with, But couldn't the wall be white with hidden red lights shining on it Susie answers: The wall looks red, and so it is red. Therefore, it's not white with hidden red lights shining on it.”Did Susie prove that there are no hidden red lights shining on the wall Intuitively not. But why Some philosophers have argued that the reason why responses like Susie's fail is because it's a case of what's known as transmission failure.” This occurs when someone's belief A entails belief B (B is a logical consequence of A),but their support for A is not support for B, because prior support for B is necessary for getting support for A.On this view, the reason why Susie didn't prove that there are no hidden red lights is that, by relying on her perceptions to believe that the wall is red,she is presupposing that there are no such lights.Some philosophers think that Moore's proof is also a case of transmissionfailure.[4] Moore believes that he has hands, and this entails that there's an external world. But, intuitively, his perceptions could support his belief that he has hands only if he already has support for thinking there is an external world. For aren't hands external objects?[5] 2. Liberalism and Conservatism Howe'ver, some philosophers argue that Moore's Proof is not a case of transmission failure. On their view, we don't need evidence for his conclusion in order to have perceptual evidence for his premise. Instead, we only need to lack evidence against the conclusion in order for our perception as of our hands to support the premise that we have hands.[6] This is called liberalism about perceptual justification:Liberalism : For your perception to provide evidence for your external world beliefs, you must lack evidence for skeptical hypotheses.In contrast, proponents of transmission failure seem committed to:Conservatism : For your perception to provide evidence for your external world beliefs, you must already have evidence to reject skepticalhypotheses.[7]The trouble is that conservatism seems to imply skepticism.[8] How could you get evidence against skeptical hypotheses if not by relying on your perception? This supports taking a closer look at liberalism. 3. Dogmatism One way of developing liberalism is dogmatism. According to dogmatism, if your perception as of something's being the case (call it P) makes it seem to you that P, then provided that you lack sufficient evidence to doubt that P, you are justified in believing that P.[9]For example, right now your perceptions make it seem to you that you are reading an essay. Now consider whether you have evidence to believe that you are not reading an essay. (Do you). Provided you lack such evidence,dogmatism implies that you are justified in believing that you are reading anessay.The dogmatist extends this idea to Moore's Proof as follows:It seems to you that you have hands. You also lack evidence to believe that there is no external world. So, your perception justifies you in believing that you have hands. So, you are justified in believing in an external world.Dogmatism by it'self, howe'ver, doesn't resolve our puzzle about why Moore's'proof' is unsatisfying. If I'm a skeptic and you rehearsed Moore's Proof forme, I probably wouldn't be persuaded. But why not After all, according to dogmatism, I apparen'tly have justification to believe the conclusion! That'swhat we'll explore next. 4. Why is Moore's Proof Un persuasive Dogmatists argue that Moore's Proof might not persuade the external world skeptic but that this doesn't make it a bad argument. This is because there is a difference between arguments which give us justification to believe their conclusions justifying arguments and arguments which persuade people who doubt the conclusion persuasive arguments. An argument with unjustified premises might persuade someone to overcome their doubts about the conclusion. Likewise, an argument with justified premises might fail to persuade someone to believe a conclusion they have justification tobelieve.[10]The skeptic doubts that there is an external world, which undermines her confidence in her perceptions. Moore's Proof won't help her overcome her doubts. This is because her doubts prevent her from accepting the premise ofMoore's Proof (I have hands), even though her perceptions do give her justification to believe that premise.Moore's Proof starts from the assumption that one needn't doubt their perceptions unless there is concrete evidence of unreliability, like bad weather or intoxication. The skeptical hypothesis that everything is a projection of one's mind, howe'ver, is a mere logical possibility; there's no concrete evidence that it might actually be the case. For this reason, it'shouldn't undermine one's trust in their perceptions. 5. Conclusion Most people who first encounter Moore's Proof typically think that it's a total failure. As we've seen, it's not clear why or even whether it is a failure.",23 February 2021,"Chris Ranalli Categories: Epistemology, Metaphysics, Historical Philosophy Word count: 1000 External world skepticism is the view that we cannot know anything about the external world: we c…"" />
 <meta property=""article:published_time"" content=""2021-02-23T16:33:07+00:00"" />
 <meta property=""article:modified_time"" content=""2021-03-08T01:18:09+00:00"" />
 <meta property=""og:site_name"" content=""1000-Word Philosophy: An Introductory Anthology"" />
 <meta property=""og:image"" content=""https://1000wordphilosophy.files.wordpress.com/2021/02/moore.jpg"" />
 <meta property=""og:image:width"" content=""1376"" />
 <meta property=""og:image:height"" content=""972"" />
 <meta property=""og:image:alt"" content=""G.E. Moore&#039;s &quot;Proof of an External World.&quot;"" />
 <meta property=""og:locale"" content=""en_US"" />
 <meta name=""twitter:site"" content=""@wordpressdotcom"" />
 <meta name=""twitter:text:title"" content=""Moore’s Proof of an External World: Responding to External World&nbsp;Skepticism"" />
 <meta name=""twitter:image"" content=""https://1000wordphilosophy.files.wordpress.com/2021/02/moore.jpg?w=640"" />
 <meta name=""twitter:image:alt"" content=""G.E. Moore&#039;s &quot;Proof of an External World.&quot;"" />
 <meta name=""twitter:card"" content=""summary_large_image"" />
 <meta property=""article:publisher"" content=""https://www.facebook.com/WordPresscom"" />
 
 <!-- End Jetpack Open Graph Tags -->
 <link rel='openid.server' href='https://1000wordphilosophy.com/?openidserver=1' />
 <link rel='openid.delegate' href='https://1000wordphilosophy.com/' />
 <link rel=""search"" type=""application/opensearchdescription+xml"" href=""https://1000wordphilosophy.com/osd.xml"" title=""1000-Word Philosophy: An Introductory Anthology"" />
 <link rel=""search"" type=""application/opensearchdescription+xml"" href=""https://s1.wp.com/opensearch.xml"" title=""WordPress.com"" />
 <meta name=""theme-color"" content=""#ffffff"" />
 <link rel=""pingback"" href=""https://1000wordphilosophy.com/xmlrpc.php"">		<style type=""text/css"">
 			.recentcomments a {
 				display: inline !important;
 				padding: 0 !important;
 				margin: 0 !important;
 			}
 
 			table.recentcommentsavatartop img.avatar, table.recentcommentsavatarend img.avatar {
 				border: 0px;
 				margin: 0;
 			}
 
 			table.recentcommentsavatartop a, table.recentcommentsavatarend a {
 				border: 0px !important;
 				background-color: transparent !important;
 			}
 
 			td.recentcommentsavatarend, td.recentcommentsavatartop {
 				padding: 0px 0px 1px 0px;
 				margin: 0px;
 			}
 
 			td.recentcommentstextend {
 				border: none !important;
 				padding: 0px 0px 2px 10px;
 			}
 
 			.rtl td.recentcommentstextend {
 				padding: 0px 10px 2px 0px;
 			}
 
 			td.recentcommentstexttop {
 				border: none;
 				padding: 0px 0px 0px 10px;
 			}
 
 			.rtl td.recentcommentstexttop {
 				padding: 0px 10px 0px 0px;
 			}
 		</style>
 		<meta name=""application-name"" content=""1000-Word Philosophy: An Introductory Anthology"" /><meta name=""msapplication-window"" content=""width=device-width;height=device-height"" /><meta name=""msapplication-tooltip"" content=""Philosophy, One Thousand Words at a Time"" /><meta name=""msapplication-task"" content=""name=Subscribe;action-uri=https://1000wordphilosophy.com/feed/;icon-uri=https://1000wordphilosophy.files.wordpress.com/2017/11/cropped-square.jpg?w=16"" /><meta name=""msapplication-task"" content=""name=Sign up for a free blog;action-uri=http://wordpress.com/signup/;icon-uri=https://s1.wp.com/i/favicon.ico"" /><meta name=""msapplication-task"" content=""name=WordPress.com Support;action-uri=http://support.wordpress.com/;icon-uri=https://s1.wp.com/i/favicon.ico"" /><meta name=""msapplication-task"" content=""name=WordPress.com Forums;action-uri=http://forums.wordpress.com/;icon-uri=https://s1.wp.com/i/favicon.ico"" /><meta name=""description"""
74,https://1000wordphilosophy.wordpress.com/2014/04/10/the-gettier-problem/,,10 April 2014,Andrew Chapman
75,https://1000wordphilosophy.wordpress.com/2014/04/10/the-gettier-problem/,,10 April 2014,Andrew Chapman
76,https://1000wordphilosophy.wordpress.com/2014/05/26/the-problem-of-induction/,,26 May 2014,Kenneth Blake Vernon
77,https://1000wordphilosophy.wordpress.com/2014/01/27/take-my-word-for-it-on-testimony/,,27 January 2014,No author
78,https://1000wordphilosophy.wordpress.com/2014/03/06/moral-testimony/,,6 March 2014,Annaleigh Curtis
79,https://1000wordphilosophy.com/2020/07/21/epistemic-injustice/,"Skip to content![1000 WordPhilosophy](https://1000wordphilosophy.files.wordpress.com/2019/01/cropped-1000-word-philosophy-logo-with-subtitle-1-Cleaned-Up.jpg)1000 Word Philosophy: An Introductory Anthology Philosophy, One Thousand Words at a Time Menu   About   Newest Essays   Teaching   All Essays   Submissions Epistemic Injustice 21 July 202012 March 2021 ~ 1000 Word Philosophy: An Introductory Anthology Author: Hu ze y fe Demir t as  Cate gories: Epistemology, Ethics, Social and Political Philosophy, Philosophy of Sex and Gender, Philosophy of Race, Logic and Reasoning  Word count: 996 Suppose a jury rejects a B' lack defendant's testimony because they believe that B' lack people are often untrustworthy. Or suppose the male members of a board reject a female colleague's suggestions because they believe that women are too often irrational. Imagine also a woman whose postpartum depression is dismissed by her doctor as mere '' baby blues.'[1]All three people above suffer what contemporary English philosopher Miranda F ricker calls epistemic injustice.[2] Epistemic means relating to knowledge. Epistemic injustice refers to a wrong done to someone as a knower or transmitter of knowledge: due to unjustified prejudice, someone is unfairly judged to not have the knowledge or reasonable beliefs that they actuallyhave.F ricker identifies two forms of epistemic injustice: testimonial and her men e utica l. This essay explains these forms of epistemic injustice and surveys some suggestions for how to prevent them.![Miranda F ricker, ""EpistemicInjustice""](https://1000wordphilosophy.files.wordpress.com/2020/07/epistemic-injustice-miranda-fricker3.jpg?w=656)Miranda F ricker, ""Epistemic Injustice"" 1. Testimonial Injustice Testimony involves someone sharing their knowledge with someone else.Testimony typically happens when people communicate: e.g., giving directions,reporting the news, writing a research paper. Testimony isn't just statements in a courtroom: whenever we gain knowledge from other people, we rely on testimony. Testimony is credible when there's good reason to believe thatwhat's claimed is true, when the person testifying knows what they claim toknow.[3]A speaker suffers testimonial injustice when their testimony is judged to be not or less credible because of prejudice and not because the testimony it'self is unreasonable.[4] These prejudices can be related to race, gender,accent, age, and others and impact people in many areas of life: economic,educational, professional, sexual, le gal, political, religious, and more.Testimonial injustices caused by such prejudices constitute the central cases of testimonial injustice.Testimonial injustice can take various forms. For instance, a female boardmember's prediction might be rejected due to the prejudices of her malecolleague's: this is called testimonial quieting. Alternatively, that female board member might instead silence or limit her assertions beforehand knowing that she'll receive in appropriately low credibility: this is called testimonial smothering.[5] 2. Her men e utica l Injustice A second type of epistemic injustice is known as hermeneutical injustice.“Her men e utica l” relates to interpretation and understanding.Consider sexual harassment. Although this might be surprising, that concepthasn't always existed. So imagine a woman who is sexually harassed at her workplace before the introduction of the concept in the 1970s.[6] She lives in a society where unwanted sexual propositions are typically seen as a form of'flirting,' and rejection of them as a '' lack of a sense of humor.' Since she' lacks the concept of sexual harassment, she'll have difficulty understanding her experience adequately or finding the appropriate words to communicate it to others.Her men e utica l injustice then is about cases of ' lacking the concepts to adequately understand or communicate an experience. Her men e utica l injustice occurs when this failure is due ultimately to prejudices that result in people' lacking the concepts needed to understand or communicate their experiences.[7]The injustice above was due to women's (partial) exclusion from certainprofessions—e.g., journalism, politics, academics, law which tended to result in biased interpretations of women's experiences, as in interpreting sexual harassment as merely a form of flirting.Some argue that hermeneutical injustice doesn't require a ' lack of concepts since it can occur when interpretations of a certain group's experiences, and the result ing concepts, are unduly dismissed by others. For instance,postpartum depression might be dismissed as a personal deficiency rather thana genuine medical condition: this is called hermeneutical dissent.[8]Unlike testimonial injustice, hermeneutical injustice is not the result of an individual hearer's prejudice: no single agent perpetrates hermeneuticalinjustice.[9] In the sexual harassment example, it's not any individual'sprejudice, but prejudicial practices in society that resulted in people' lacking the concept of sexual harassment. 3. The Wrong of Epistemic Injustice Producing and spreading knowledge is part of being human. Epistemic injustice results in victim's' being at least partially excluded from participation in these activities.Epistemic injustice can lead to grave practical consequences for both victim's and wrongdoers. A wrongly disbelieved defendant might lose their freedom or life. Not listening to a board member who might have crucial knowledge for the future of the company may have dire consequences.Epistemic injustice also harms the victim's identity. We typically define ourselves partly by our group identities: racial, sexual, religious,political, and more. We construct this part of our identity largely by communicating with others or using the available conceptual resources. So,being considered untrustworthy or ' lacking the conceptual resources to make sense of our experiences potentially prevents us from constructing our own social identity from becoming who we are. If a woman who is interested in and has a talent for politics is constantly excluded from political dialogue, she can hardly fulfill her potential to become a politician.[10] 4. How to Prevent Epistemic Injustice To prevent epistemic injustice, F ricker suggests that we cultivate reliable character trait's—virtues—that neutralize prejudice.[11]We should aim to be aware of the potential prejudice in who we judge as credible. If we find that the low credibility we assigned to a speaker is due to prejudice, we should work to change that attitude.[12]Since victim's of prejudice can have undue difficulty articulating their experiences, we should try to make out how their experiences would be understood in a prejudice free climate.Some argue that individual efforts, though they should prove useful, may not be enough to defeat epistemic injustice. For instance, education is a marker of credibility. But the ' lack of proper education might be due to the absence of fair opportunities for education. So, some people are unfairly considered not credible and excluded from participation in knowledge related activities because of underlying injustice in social institutions. The solution then requires changes in social institutions, not just individual efforts.[13] 5. ConclusionIt's difficult to overestimate the value of being (recognized as) someone with knowledge. So it's difficult to overestimate the badness of knowledge relatedunfairness or epistemic injustice. Addressing and avoiding such injustice,however, requires both social and political change and, often, serious personal effort.",21 July 2020,"Huzeyfe Demirtas Categories: Epistemology, Ethics, Social and Political Philosophy, Philosophy of Sex and Gender, Philosophy of Race, Logic and Reasoning Wordcount: 996 Suppose a jury rejec…"" />
 <meta property=""article:published_time"" content=""2020-07-21T14:53:13+00:00"" />
 <meta property=""article:modified_time"" content=""2021-03-13T03:15:27+00:00"" />
 <meta property=""og:site_name"" content=""1000-Word Philosophy: An Introductory Anthology"" />
 <meta property=""og:image"" content=""https://1000wordphilosophy.files.wordpress.com/2020/07/epistemic-injustice-miranda-fricker3-1.jpg"" />
 <meta property=""og:image:width"" content=""656"" />
 <meta property=""og:image:height"" content=""496"" />
 <meta property=""og:locale"" content=""en_US"" />
 <meta name=""twitter:site"" content=""@wordpressdotcom"" />
 <meta name=""twitter:text:title"" content=""Epistemic Injustice"" />
 <meta name=""twitter:image"" content=""https://1000wordphilosophy.files.wordpress.com/2020/07/epistemic-injustice-miranda-fricker3-1.jpg?w=640"" />
 <meta name=""twitter:card"" content=""summary_large_image"" />
 <meta property=""article:publisher"" content=""https://www.facebook.com/WordPresscom"" />
 
 <!-- End Jetpack Open Graph Tags -->
 <link rel='openid.server' href='https://1000wordphilosophy.com/?openidserver=1' />
 <link rel='openid.delegate' href='https://1000wordphilosophy.com/' />
 <link rel=""search"" type=""application/opensearchdescription+xml"" href=""https://1000wordphilosophy.com/osd.xml"" title=""1000-Word Philosophy: An Introductory Anthology"" />
 <link rel=""search"" type=""application/opensearchdescription+xml"" href=""https://s1.wp.com/opensearch.xml"" title=""WordPress.com"" />
 <meta name=""theme-color"" content=""#ffffff"" />
 <link rel=""pingback"" href=""https://1000wordphilosophy.com/xmlrpc.php"">		<style type=""text/css"">
 			.recentcomments a {
 				display: inline !important;
 				padding: 0 !important;
 				margin: 0 !important;
 			}
 
 			table.recentcommentsavatartop img.avatar, table.recentcommentsavatarend img.avatar {
 				border: 0px;
 				margin: 0;
 			}
 
 			table.recentcommentsavatartop a, table.recentcommentsavatarend a {
 				border: 0px !important;
 				background-color: transparent !important;
 			}
 
 			td.recentcommentsavatarend, td.recentcommentsavatartop {
 				padding: 0px 0px 1px 0px;
 				margin: 0px;
 			}
 
 			td.recentcommentstextend {
 				border: none !important;
 				padding: 0px 0px 2px 10px;
 			}
 
 			.rtl td.recentcommentstextend {
 				padding: 0px 10px 2px 0px;
 			}
 
 			td.recentcommentstexttop {
 				border: none;
 				padding: 0px 0px 0px 10px;
 			}
 
 			.rtl td.recentcommentstexttop {
 				padding: 0px 10px 0px 0px;
 			}
 		</style>
 		<meta name=""application-name"" content=""1000-Word Philosophy: An Introductory Anthology"" /><meta name=""msapplication-window"" content=""width=device-width;height=device-height"" /><meta name=""msapplication-tooltip"" content=""Philosophy, One Thousand Words at a Time"" /><meta name=""msapplication-task"" content=""name=Subscribe;action-uri=https://1000wordphilosophy.com/feed/;icon-uri=https://1000wordphilosophy.files.wordpress.com/2017/11/cropped-square.jpg?w=16"" /><meta name=""msapplication-task"" content=""name=Sign up for a free blog;action-uri=http://wordpress.com/signup/;icon-uri=https://s1.wp.com/i/favicon.ico"" /><meta name=""msapplication-task"" content=""name=WordPress.com Support;action-uri=http://support.wordpress.com/;icon-uri=https://s1.wp.com/i/favicon.ico"" /><meta name=""msapplication-task"" content=""name=WordPress.com Forums;action-uri=http://forums.wordpress.com/;icon-uri=https://s1.wp.com/i/favicon.ico"" /><meta name=""description"""
80,https://1000wordphilosophy.com/2018/05/14/the-epistemology-of-disagreement/,,14 May 2018,Jonathan Matheson
81,https://1000wordphilosophy.com/2020/07/21/epistemic-injustice/,"Skip to content![1000 WordPhilosophy](https://1000wordphilosophy.files.wordpress.com/2019/01/cropped-1000-word-philosophy-logo-with-subtitle-1-Cleaned-Up.jpg)1000 Word Philosophy: An Introductory Anthology Philosophy, One Thousand Words at a Time Menu   About   Newest Essays   Teaching   All Essays   Submissions Epistemic Injustice 21 July 202012 March 2021 ~ 1000 Word Philosophy: An Introductory Anthology Author: Hu ze y fe Demir t as  Cate gories: Epistemology, Ethics, Social and Political Philosophy, Philosophy of Sex and Gender, Philosophy of Race, Logic and Reasoning  Word count: 996 Suppose a jury rejects a B' lack defendant's testimony because they believe that B' lack people are often untrustworthy. Or suppose the male members of a board reject a female colleague's suggestions because they believe that women are too often irrational. Imagine also a woman whose postpartum depression is dismissed by her doctor as mere '' baby blues.'[1]All three people above suffer what contemporary English philosopher Miranda F ricker calls epistemic injustice.[2] Epistemic means relating to knowledge. Epistemic injustice refers to a wrong done to someone as a knower or transmitter of knowledge: due to unjustified prejudice, someone is unfairly judged to not have the knowledge or reasonable beliefs that they actuallyhave.F ricker identifies two forms of epistemic injustice: testimonial and her men e utica l. This essay explains these forms of epistemic injustice and surveys some suggestions for how to prevent them.![Miranda F ricker, ""EpistemicInjustice""](https://1000wordphilosophy.files.wordpress.com/2020/07/epistemic-injustice-miranda-fricker3.jpg?w=656)Miranda F ricker, ""Epistemic Injustice"" 1. Testimonial Injustice Testimony involves someone sharing their knowledge with someone else.Testimony typically happens when people communicate: e.g., giving directions,reporting the news, writing a research paper. Testimony isn't just statements in a courtroom: whenever we gain knowledge from other people, we rely on testimony. Testimony is credible when there's good reason to believe thatwhat's claimed is true, when the person testifying knows what they claim toknow.[3]A speaker suffers testimonial injustice when their testimony is judged to be not or less credible because of prejudice and not because the testimony it'self is unreasonable.[4] These prejudices can be related to race, gender,accent, age, and others and impact people in many areas of life: economic,educational, professional, sexual, le gal, political, religious, and more.Testimonial injustices caused by such prejudices constitute the central cases of testimonial injustice.Testimonial injustice can take various forms. For instance, a female boardmember's prediction might be rejected due to the prejudices of her malecolleague's: this is called testimonial quieting. Alternatively, that female board member might instead silence or limit her assertions beforehand knowing that she'll receive in appropriately low credibility: this is called testimonial smothering.[5] 2. Her men e utica l Injustice A second type of epistemic injustice is known as hermeneutical injustice.“Her men e utica l” relates to interpretation and understanding.Consider sexual harassment. Although this might be surprising, that concepthasn't always existed. So imagine a woman who is sexually harassed at her workplace before the introduction of the concept in the 1970s.[6] She lives in a society where unwanted sexual propositions are typically seen as a form of'flirting,' and rejection of them as a '' lack of a sense of humor.' Since she' lacks the concept of sexual harassment, she'll have difficulty understanding her experience adequately or finding the appropriate words to communicate it to others.Her men e utica l injustice then is about cases of ' lacking the concepts to adequately understand or communicate an experience. Her men e utica l injustice occurs when this failure is due ultimately to prejudices that result in people' lacking the concepts needed to understand or communicate their experiences.[7]The injustice above was due to women's (partial) exclusion from certainprofessions—e.g., journalism, politics, academics, law which tended to result in biased interpretations of women's experiences, as in interpreting sexual harassment as merely a form of flirting.Some argue that hermeneutical injustice doesn't require a ' lack of concepts since it can occur when interpretations of a certain group's experiences, and the result ing concepts, are unduly dismissed by others. For instance,postpartum depression might be dismissed as a personal deficiency rather thana genuine medical condition: this is called hermeneutical dissent.[8]Unlike testimonial injustice, hermeneutical injustice is not the result of an individual hearer's prejudice: no single agent perpetrates hermeneuticalinjustice.[9] In the sexual harassment example, it's not any individual'sprejudice, but prejudicial practices in society that resulted in people' lacking the concept of sexual harassment. 3. The Wrong of Epistemic Injustice Producing and spreading knowledge is part of being human. Epistemic injustice results in victim's' being at least partially excluded from participation in these activities.Epistemic injustice can lead to grave practical consequences for both victim's and wrongdoers. A wrongly disbelieved defendant might lose their freedom or life. Not listening to a board member who might have crucial knowledge for the future of the company may have dire consequences.Epistemic injustice also harms the victim's identity. We typically define ourselves partly by our group identities: racial, sexual, religious,political, and more. We construct this part of our identity largely by communicating with others or using the available conceptual resources. So,being considered untrustworthy or ' lacking the conceptual resources to make sense of our experiences potentially prevents us from constructing our own social identity from becoming who we are. If a woman who is interested in and has a talent for politics is constantly excluded from political dialogue, she can hardly fulfill her potential to become a politician.[10] 4. How to Prevent Epistemic Injustice To prevent epistemic injustice, F ricker suggests that we cultivate reliable character trait's—virtues—that neutralize prejudice.[11]We should aim to be aware of the potential prejudice in who we judge as credible. If we find that the low credibility we assigned to a speaker is due to prejudice, we should work to change that attitude.[12]Since victim's of prejudice can have undue difficulty articulating their experiences, we should try to make out how their experiences would be understood in a prejudice free climate.Some argue that individual efforts, though they should prove useful, may not be enough to defeat epistemic injustice. For instance, education is a marker of credibility. But the ' lack of proper education might be due to the absence of fair opportunities for education. So, some people are unfairly considered not credible and excluded from participation in knowledge related activities because of underlying injustice in social institutions. The solution then requires changes in social institutions, not just individual efforts.[13] 5. ConclusionIt's difficult to overestimate the value of being (recognized as) someone with knowledge. So it's difficult to overestimate the badness of knowledge relatedunfairness or epistemic injustice. Addressing and avoiding such injustice,however, requires both social and political change and, often, serious personal effort.",21 July 2020,"Huzeyfe Demirtas Categories: Epistemology, Ethics, Social and Political Philosophy, Philosophy of Sex and Gender, Philosophy of Race, Logic and Reasoning Wordcount: 996 Suppose a jury rejec…"" />
 <meta property=""article:published_time"" content=""2020-07-21T14:53:13+00:00"" />
 <meta property=""article:modified_time"" content=""2021-03-13T03:15:27+00:00"" />
 <meta property=""og:site_name"" content=""1000-Word Philosophy: An Introductory Anthology"" />
 <meta property=""og:image"" content=""https://1000wordphilosophy.files.wordpress.com/2020/07/epistemic-injustice-miranda-fricker3-1.jpg"" />
 <meta property=""og:image:width"" content=""656"" />
 <meta property=""og:image:height"" content=""496"" />
 <meta property=""og:locale"" content=""en_US"" />
 <meta name=""twitter:site"" content=""@wordpressdotcom"" />
 <meta name=""twitter:text:title"" content=""Epistemic Injustice"" />
 <meta name=""twitter:image"" content=""https://1000wordphilosophy.files.wordpress.com/2020/07/epistemic-injustice-miranda-fricker3-1.jpg?w=640"" />
 <meta name=""twitter:card"" content=""summary_large_image"" />
 <meta property=""article:publisher"" content=""https://www.facebook.com/WordPresscom"" />
 
 <!-- End Jetpack Open Graph Tags -->
 <link rel='openid.server' href='https://1000wordphilosophy.com/?openidserver=1' />
 <link rel='openid.delegate' href='https://1000wordphilosophy.com/' />
 <link rel=""search"" type=""application/opensearchdescription+xml"" href=""https://1000wordphilosophy.com/osd.xml"" title=""1000-Word Philosophy: An Introductory Anthology"" />
 <link rel=""search"" type=""application/opensearchdescription+xml"" href=""https://s1.wp.com/opensearch.xml"" title=""WordPress.com"" />
 <meta name=""theme-color"" content=""#ffffff"" />
 <link rel=""pingback"" href=""https://1000wordphilosophy.com/xmlrpc.php"">		<style type=""text/css"">
 			.recentcomments a {
 				display: inline !important;
 				padding: 0 !important;
 				margin: 0 !important;
 			}
 
 			table.recentcommentsavatartop img.avatar, table.recentcommentsavatarend img.avatar {
 				border: 0px;
 				margin: 0;
 			}
 
 			table.recentcommentsavatartop a, table.recentcommentsavatarend a {
 				border: 0px !important;
 				background-color: transparent !important;
 			}
 
 			td.recentcommentsavatarend, td.recentcommentsavatartop {
 				padding: 0px 0px 1px 0px;
 				margin: 0px;
 			}
 
 			td.recentcommentstextend {
 				border: none !important;
 				padding: 0px 0px 2px 10px;
 			}
 
 			.rtl td.recentcommentstextend {
 				padding: 0px 10px 2px 0px;
 			}
 
 			td.recentcommentstexttop {
 				border: none;
 				padding: 0px 0px 0px 10px;
 			}
 
 			.rtl td.recentcommentstexttop {
 				padding: 0px 10px 0px 0px;
 			}
 		</style>
 		<meta name=""application-name"" content=""1000-Word Philosophy: An Introductory Anthology"" /><meta name=""msapplication-window"" content=""width=device-width;height=device-height"" /><meta name=""msapplication-tooltip"" content=""Philosophy, One Thousand Words at a Time"" /><meta name=""msapplication-task"" content=""name=Subscribe;action-uri=https://1000wordphilosophy.com/feed/;icon-uri=https://1000wordphilosophy.files.wordpress.com/2017/11/cropped-square.jpg?w=16"" /><meta name=""msapplication-task"" content=""name=Sign up for a free blog;action-uri=http://wordpress.com/signup/;icon-uri=https://s1.wp.com/i/favicon.ico"" /><meta name=""msapplication-task"" content=""name=WordPress.com Support;action-uri=http://support.wordpress.com/;icon-uri=https://s1.wp.com/i/favicon.ico"" /><meta name=""msapplication-task"" content=""name=WordPress.com Forums;action-uri=http://forums.wordpress.com/;icon-uri=https://s1.wp.com/i/favicon.ico"" /><meta name=""description"""
